,RecordID,StateCode,LabelerCode,ProductCode,PackageSize,PeriodCovered,FDAListName,UnitsReimbursed,NumberRx,TotalAmountReimbursed,MedicaidAmountReimbursed,Non-MedicaidAmountReimbursed
60724,FFSU,XX,13668.0,103.0,26.0,20134.0,DONEPEZIL ,90.0,3.0,17.21,17.21,0.0
60725,FFSU,XX,13668.0,103.0,30.0,20131.0,DONEPEZIL ,11339.0,362.0,4279.78,4071.5,208.28
60726,FFSU,XX,13668.0,103.0,30.0,20132.0,DONEPEZIL ,10830.0,350.0,3823.16,3629.58,193.58
60727,FFSU,XX,13668.0,103.0,30.0,20133.0,DONEPEZIL ,13883.0,447.0,5381.52,4686.0,695.52
60728,FFSU,XX,13668.0,103.0,30.0,20134.0,DONEPEZIL ,15323.0,496.0,6430.8,5408.62,1022.18
60729,FFSU,XX,13668.0,103.0,90.0,20131.0,DONEPEZIL ,23861.0,798.0,9056.88,8071.83,985.05
60730,FFSU,XX,13668.0,103.0,90.0,20132.0,DONEPEZIL ,17025.0,557.0,6057.56,5084.56,973.0
60731,FFSU,XX,13668.0,103.0,90.0,20133.0,DONEPEZIL ,21497.0,702.0,7378.95,6121.52,1257.43
60732,FFSU,XX,13668.0,103.0,90.0,20134.0,DONEPEZIL ,27265.0,894.0,10970.27,8939.56,2030.71
61120,FFSU,XX,13811.0,103.0,10.0,20131.0,HYOSCYAMIN,140.0,4.0,58.5,58.5,0.0
61121,FFSU,XX,13811.0,103.0,10.0,20132.0,HYOSCYAMIN,180.0,3.0,66.39,66.39,0.0
61122,FFSU,XX,13811.0,103.0,10.0,20133.0,HYOSCYAMIN,60.0,1.0,22.13,22.13,0.0
61367,FFSU,XX,13925.0,103.0,1.0,20131.0,SE-NATAL O,30.0,1.0,8.13,8.13,0.0
64688,FFSU,XX,17772.0,103.0,15.0,20133.0,TROKENDI X,120.0,4.0,1724.98,1718.98,6.0
64689,FFSU,XX,17772.0,103.0,15.0,20134.0,TROKENDI X,9900.0,236.0,142609.27,134829.56,7779.71
64996,FFSU,XX,23155.0,103.0,1.0,20131.0,METFORMIN ,32436.0,433.0,4195.78,4043.26,152.52
64997,FFSU,XX,23155.0,103.0,1.0,20132.0,METFORMIN ,72663.0,1059.0,10102.46,9650.81,451.65
64998,FFSU,XX,23155.0,103.0,1.0,20133.0,METFORMIN ,78475.0,1144.0,11237.8,10801.2,436.6
64999,FFSU,XX,23155.0,103.0,1.0,20134.0,METFORMIN ,74689.0,1086.0,9588.52,9115.68,472.84
65000,FFSU,XX,23155.0,103.0,5.0,20131.0,METFORMIN ,23141.0,321.0,3055.74,2942.38,113.36
65001,FFSU,XX,23155.0,103.0,5.0,20132.0,METFORMIN ,55302.0,779.0,8082.84,7704.28,378.56
65002,FFSU,XX,23155.0,103.0,5.0,20133.0,METFORMIN ,70209.0,984.0,10472.77,10100.87,371.9
65003,FFSU,XX,23155.0,103.0,5.0,20134.0,METFORMIN ,77620.0,1078.0,9755.33,9242.37,512.96
65004,FFSU,XX,23155.0,103.0,10.0,20131.0,METFORMIN ,21145.0,304.0,2577.87,2507.17,70.7
65005,FFSU,XX,23155.0,103.0,10.0,20132.0,METFORMIN ,39882.0,562.0,5267.48,4982.26,285.22
65006,FFSU,XX,23155.0,103.0,10.0,20133.0,METFORMIN ,54455.0,760.0,7728.85,7477.31,251.54
65007,FFSU,XX,23155.0,103.0,10.0,20134.0,METFORMIN ,54705.0,774.0,7198.83,6891.34,307.49
66169,FFSU,XX,24385.0,103.0,47.0,20131.0,PEDIATRIC ,140000.0,17.0,581.08,581.08,0.0
66170,FFSU,XX,24385.0,103.0,47.0,20132.0,PEDIATRIC ,200014.0,30.0,847.9,847.9,0.0
66171,FFSU,XX,24385.0,103.0,47.0,20133.0,PEDIATRIC ,196000.0,27.0,826.19,826.19,0.0
66172,FFSU,XX,24385.0,103.0,47.0,20134.0,PEDIATRIC ,199000.0,25.0,829.49,825.84,3.65
67576,FFSU,XX,25021.0,103.0,99.0,20132.0,CEFAZOLIN ,7.0,7.0,13.63,13.63,0.0
67577,FFSU,XX,25021.0,103.0,99.0,20133.0,CEFAZOLIN ,18.5,19.0,35.76,35.76,0.0
67578,FFSU,XX,25021.0,103.0,99.0,20134.0,CEFAZOLIN ,40.0,40.0,77.25,77.25,0.0
69137,FFSU,XX,36800.0,103.0,35.0,20131.0,ASPIRIN 81,90.0,3.0,4.62,4.62,0.0
69138,FFSU,XX,36800.0,103.0,35.0,20132.0,ASPIRIN LO,90.0,3.0,4.63,4.63,0.0
69139,FFSU,XX,36800.0,103.0,35.0,20133.0,ASPIRIN LO,90.0,3.0,4.65,4.65,0.0
73839,FFSU,XX,42023.0,103.0,1.0,20131.0,ADRENALIN ,326.25,68.0,1013.95,1013.95,0.0
73840,FFSU,XX,42023.0,103.0,1.0,20132.0,ADRENALIN ,292.96,56.0,827.33,827.33,0.0
73841,FFSU,XX,42023.0,103.0,1.0,20133.0,ADRENALIN ,484.36,70.0,1323.1,1323.1,0.0
73842,FFSU,XX,42023.0,103.0,1.0,20134.0,ADRENALIN ,360.0,61.0,1137.57,1137.57,0.0
74064,FFSU,XX,42192.0,103.0,16.0,20131.0,CLEANSING ,1892.0,4.0,581.89,477.63,104.26
74065,FFSU,XX,42192.0,103.0,16.0,20132.0,CLEANSING ,1419.0,3.0,581.78,578.78,3.0
74066,FFSU,XX,42192.0,103.0,16.0,20133.0,CLEANSING ,1892.0,4.0,817.58,814.58,3.0
74067,FFSU,XX,42192.0,103.0,16.0,20134.0,CLEANSING ,2838.0,6.0,1112.03,1109.03,3.0
74440,FFSU,XX,42571.0,103.0,1.0,20133.0,GLIMEPIRID,60.0,2.0,30.6,30.6,0.0
74441,FFSU,XX,42571.0,103.0,1.0,20134.0,GLIMEPIRID,531.0,12.0,86.92,82.62,4.3
74445,FFSU,XX,42702.0,103.0,5.0,20134.0,PHENYLEPHR,5.0,1.0,53.4,52.4,1.0
74646,FFSU,XX,42847.0,103.0,3.0,20131.0,SILENOR 3 ,2575.0,80.0,14760.89,14151.81,609.08
74647,FFSU,XX,42847.0,103.0,3.0,20132.0,SILENOR 3 ,1543.0,52.0,9208.0,8895.24,312.76
74648,FFSU,XX,42847.0,103.0,3.0,20133.0,SILENOR 3 ,1896.0,62.0,10960.24,10333.82,626.42
74649,FFSU,XX,42847.0,103.0,3.0,20134.0,SILENOR 3 ,1970.0,70.0,11336.51,11119.52,216.99
74650,FFSU,XX,42847.0,103.0,10.0,20131.0,SILENOR 3 ,150.0,5.0,843.7,840.7,3.0
74651,FFSU,XX,42847.0,103.0,10.0,20132.0,SILENOR   ,194.0,7.0,1103.25,841.1,262.15
74652,FFSU,XX,42847.0,103.0,10.0,20133.0,SILENOR   ,300.0,11.0,1695.2,1688.3,6.9
74653,FFSU,XX,42847.0,103.0,10.0,20134.0,SILENOR 3 ,479.0,14.0,3097.32,2911.26,186.06
74654,FFSU,XX,42847.0,103.0,30.0,20131.0,SILENOR 3 ,2569.0,81.0,15932.8,14096.78,1836.02
74655,FFSU,XX,42847.0,103.0,30.0,20132.0,SILENOR 3 ,2220.0,69.0,13425.44,12136.94,1288.5
74656,FFSU,XX,42847.0,103.0,30.0,20133.0,SILENOR 3 ,2529.0,81.0,15294.82,13454.81,1840.01
74657,FFSU,XX,42847.0,103.0,30.0,20134.0,SILENOR 3 ,3138.0,103.0,19846.71,18204.31,1642.4
74742,FFSU,XX,42865.0,103.0,2.0,20131.0,ZENPEP DR ,777124.0009999999,1866.0,2816703.54,2504673.86,312029.68
74743,FFSU,XX,42865.0,103.0,2.0,20132.0,ZENPEP DR ,815099.0,1960.0,3009182.2,2627465.14,381717.06
74744,FFSU,XX,42865.0,103.0,2.0,20133.0,ZENPEP DR ,787498.0,1811.0,2914128.21,2497123.71,417004.5
74745,FFSU,XX,42865.0,103.0,2.0,20134.0,ZENPEP DR ,745020.0,1779.0,2914062.72,2550325.55,363737.17
75872,FFSU,XX,44567.0,103.0,10.0,20131.0,AMPICILLIN,31.0,12.0,196.27,196.27,0.0
75873,FFSU,XX,44567.0,103.0,10.0,20132.0,AMPICILLIN,98.5,6.0,685.73,685.73,0.0
75874,FFSU,XX,44567.0,103.0,10.0,20133.0,AMPICILLIN,204.0,23.0,3291.47,3291.47,0.0
75875,FFSU,XX,44567.0,103.0,10.0,20134.0,AMPICILLIN,259.0,15.0,1936.3,1936.3,0.0
77517,FFSU,XX,46122.0,103.0,46.0,20131.0,HEMORRHOID,1705.8,30.0,197.52,197.52,0.0
77518,FFSU,XX,46122.0,103.0,46.0,20132.0,HEMORRHOID,1477.8,26.0,206.11,206.11,0.0
77519,FFSU,XX,46122.0,103.0,46.0,20133.0,HEMORRHOID,1249.8,22.0,148.33,148.33,0.0
77520,FFSU,XX,46122.0,103.0,46.0,20134.0,HEMORRHOID,1192.8,21.0,192.55,192.55,0.0
78439,FFSU,XX,48102.0,103.0,35.0,20131.0,SULFACETAM,560.0,157.0,9614.56,9270.32,344.24
78440,FFSU,XX,48102.0,103.0,35.0,20132.0,SULFACETAM,462.0,131.0,7821.33,7624.21,197.12
78441,FFSU,XX,48102.0,103.0,35.0,20133.0,SULFACETAM,503.0,142.0,8617.57,8293.47,324.1
78442,FFSU,XX,48102.0,103.0,35.0,20134.0,SULFACETAM,605.5,171.0,10114.28,9951.13,163.15
80367,FFSU,XX,49614.0,103.0,10.0,20132.0,INFANTS' G,30.0,1.0,16.17,16.17,0.0
84101,FFSU,XX,50742.0,103.0,1.0,20131.0,ATENOLOL 1,22396.5,620.0,4270.42,4090.06,180.36
84102,FFSU,XX,50742.0,103.0,1.0,20132.0,ATENOLOL 1,26197.0,737.0,5164.46,4984.68,179.78
84103,FFSU,XX,50742.0,103.0,1.0,20133.0,ATENOLOL 1,26106.44,719.0,5373.07,5176.29,196.78
84104,FFSU,XX,50742.0,103.0,1.0,20134.0,ATENOLOL 1,24454.0,649.0,4545.05,4376.16,168.89
84105,FFSU,XX,50742.0,103.0,10.0,20131.0,ATENOLOL 1,35049.5,839.0,5745.0,5258.87,486.13
84106,FFSU,XX,50742.0,103.0,10.0,20132.0,ATENOLOL 1,39659.0,992.0,7093.46,6491.68,601.78
84107,FFSU,XX,50742.0,103.0,10.0,20133.0,ATENOLOL 1,39085.5,985.0,7330.9,6841.26,489.64
84108,FFSU,XX,50742.0,103.0,10.0,20134.0,ATENOLOL 1,39319.5,993.0,7082.4,6612.65,469.75
84597,FFSU,XX,51079.0,103.0,1.0,20131.0,SPIRONOLAC,20.0,18.0,44.8,44.8,0.0
84598,FFSU,XX,51079.0,103.0,1.0,20132.0,SPIRONOLAC,42.0,21.0,36.96,36.96,0.0
84599,FFSU,XX,51079.0,103.0,1.0,20133.0,SPIRONOLAC,28.0,28.0,28.92,28.92,0.0
84600,FFSU,XX,51079.0,103.0,1.0,20134.0,SPIRONOLAC,14.0,13.0,54.56,54.56,0.0
84601,FFSU,XX,51079.0,103.0,17.0,20131.0,SPIRONOLAC,120.0,2.0,19.68,19.68,0.0
84602,FFSU,XX,51079.0,103.0,17.0,20132.0,SPIRONOLAC,64.0,3.0,10.64,10.64,0.0
84603,FFSU,XX,51079.0,103.0,19.0,20131.0,SPIRONOLAC,182.0,20.0,66.28,66.28,0.0
84604,FFSU,XX,51079.0,103.0,19.0,20132.0,SPIRONOLAC,210.0,4.0,30.63,30.63,0.0
84605,FFSU,XX,51079.0,103.0,19.0,20133.0,SPIRONOLAC,184.0,7.0,37.5,37.5,0.0
84606,FFSU,XX,51079.0,103.0,19.0,20134.0,SPIRONOLAC,62.0,3.0,19.1,19.1,0.0
84607,FFSU,XX,51079.0,103.0,20.0,20131.0,SPIRONOLAC,2369.0,202.0,896.28,874.88,21.4
84608,FFSU,XX,51079.0,103.0,20.0,20132.0,SPIRONOLAC,2210.5,153.0,731.32,728.12,3.2
84609,FFSU,XX,51079.0,103.0,20.0,20133.0,SPIRONOLAC,3623.0,146.0,661.59,661.59,0.0
84610,FFSU,XX,51079.0,103.0,20.0,20134.0,SPIRONOLAC,1585.02,142.0,573.31,570.31,3.0
84611,FFSU,XX,51079.0,103.0,63.0,20131.0,SPIRONOLAC,223518.0,5291.0,33412.35,29568.02,3844.33
84612,FFSU,XX,51079.0,103.0,63.0,20132.0,SPIRONOLAC,234925.0,5579.0,33548.88,30656.31,2892.57
84613,FFSU,XX,51079.0,103.0,63.0,20133.0,SPIRONOLAC,234764.0,5572.0,35373.79,32524.61,2849.18
84614,FFSU,XX,51079.0,103.0,63.0,20134.0,SPIRONOLAC,235289.0,5472.0,33348.88,30183.7,3165.18
91337,FFSU,XX,53746.0,103.0,1.0,20131.0,GABAPENTIN,673235.0,6550.0,109449.65,106338.81,3110.84
91338,FFSU,XX,53746.0,103.0,1.0,20132.0,GABAPENTIN,677958.0,6635.0,109545.29,108241.13,1304.16
91339,FFSU,XX,53746.0,103.0,1.0,20133.0,GABAPENTIN,712800.0,7004.0,114160.18,111649.7,2510.48
91340,FFSU,XX,53746.0,103.0,1.0,20134.0,GABAPENTIN,806668.0,7475.0,119128.39,117331.61,1796.78
91341,FFSU,XX,53746.0,103.0,5.0,20131.0,GABAPENTIN,1701721.0,16913.0,290032.48,277888.77,12143.71
91342,FFSU,XX,53746.0,103.0,5.0,20132.0,GABAPENTIN,1788241.0,17694.0,303221.49,291292.54,11928.95
91343,FFSU,XX,53746.0,103.0,5.0,20133.0,GABAPENTIN,1843018.0,17951.0,318983.18,309209.71,9773.47
91344,FFSU,XX,53746.0,103.0,5.0,20134.0,GABAPENTIN,2288238.0,20597.0,352840.55,342554.49,10286.06
94068,FFSU,XX,55390.0,103.0,10.0,20131.0,ATRACURIUM,37.0,10.0,129.43,129.43,0.0
94069,FFSU,XX,55390.0,103.0,10.0,20132.0,ATRACURIUM,6.0,4.0,67.97,67.97,0.0
94070,FFSU,XX,55390.0,103.0,10.0,20133.0,ATRACURIUM,13.0,3.0,19.02,19.02,0.0
94071,FFSU,XX,55390.0,103.0,10.0,20134.0,ATRACURIUM,5.0,1.0,49.55,49.55,0.0
95078,FFSU,XX,57664.0,103.0,8.0,20131.0,SALSALATE ,180.0,1.0,42.07,42.07,0.0
96731,FFSU,XX,59011.0,103.0,10.0,20131.0,OXYCONTIN ,128.0,3.0,434.77,428.77,6.0
96732,FFSU,XX,59011.0,103.0,10.0,20132.0,OXYCONTIN ,290.0,8.0,1077.25,1069.25,8.0
96733,FFSU,XX,59011.0,103.0,10.0,20133.0,OXYCONTIN ,241.0,4.0,886.98,886.98,0.0
96734,FFSU,XX,59011.0,103.0,10.0,20134.0,OXYCONTIN ,5.0,1.0,28.01,28.01,0.0
96735,FFSU,XX,59011.0,103.0,20.0,20131.0,OXYCONTIN ,31.0,19.0,197.48,197.48,0.0
96736,FFSU,XX,59011.0,103.0,20.0,20132.0,OXYCONTIN ,361.0,21.0,1604.37,1604.37,0.0
96737,FFSU,XX,59011.0,103.0,20.0,20133.0,OXYCONTIN ,23.0,16.0,104.32,104.32,0.0
96738,FFSU,XX,59011.0,103.0,20.0,20134.0,OXYCONTIN ,31.0,12.0,82.53,82.53,0.0
96739,FFSU,XX,59011.0,103.0,25.0,20132.0,OXYCONTIN ,2.0,1.0,7.71,7.71,0.0
96740,FFSU,XX,59011.0,103.0,25.0,20133.0,OXYCONTIN ,3.0,1.0,17.19,17.19,0.0
96741,FFSU,XX,59011.0,103.0,25.0,20134.0,OXYCONTIN ,2.0,2.0,6.08,6.08,0.0
97173,FFSU,XX,59417.0,103.0,10.0,20131.0,VYVANSE 30,3708944.006,123598.0,21685307.48,20869515.99,815791.49
97174,FFSU,XX,59417.0,103.0,10.0,20132.0,VYVANSE 30,3533366.001,117885.0,20892302.9,20040655.51,851647.39
97175,FFSU,XX,59417.0,103.0,10.0,20133.0,VYVANSE 30,3299532.001,109661.0,20516751.05,19746771.31,769979.74
97176,FFSU,XX,59417.0,103.0,10.0,20134.0,VYVANSE 30,3752613.183,125327.0,23596806.26,22725097.83,871708.43
103221,FFSU,XX,61442.0,103.0,1.0,20131.0,DICLOFENAC,90144.0,1656.0,37538.61,36036.34,1502.27
103222,FFSU,XX,61442.0,103.0,1.0,20132.0,DICLOFENAC,100694.0,1825.0,40669.92,39200.84,1469.08
103223,FFSU,XX,61442.0,103.0,1.0,20133.0,DICLOFENAC,109634.0,1983.0,43517.33,42162.64,1354.69
103224,FFSU,XX,61442.0,103.0,1.0,20134.0,DICLOFENAC,115285.0,2074.0,43942.26,42371.08,1571.18
103225,FFSU,XX,61442.0,103.0,5.0,20131.0,DICLOFENAC,5050.0,91.0,2319.49,2260.88,58.61
103226,FFSU,XX,61442.0,103.0,5.0,20132.0,DICLOFENAC,10119.0,188.0,4665.91,4574.37,91.54
103227,FFSU,XX,61442.0,103.0,5.0,20133.0,DICLOFENAC,10003.0,182.0,4491.09,4327.4,163.69
103228,FFSU,XX,61442.0,103.0,5.0,20134.0,DICLOFENAC,12577.0,235.0,5448.69,5293.75,154.94
103229,FFSU,XX,61442.0,103.0,10.0,20131.0,DICLOFENAC,86104.0,1561.0,33798.15,32837.7,960.45
103230,FFSU,XX,61442.0,103.0,10.0,20132.0,DICLOFENAC,89339.0,1621.0,34592.09,33926.21,665.88
103231,FFSU,XX,61442.0,103.0,10.0,20133.0,DICLOFENAC,81876.0,1512.0,33199.83,32724.8,475.03
103232,FFSU,XX,61442.0,103.0,10.0,20134.0,DICLOFENAC,92276.0,1647.0,34459.03,33787.1,671.93
103233,FFSU,XX,61442.0,103.0,60.0,20131.0,DICLOFENAC,393169.0,7465.0,157442.19,149851.19,7591.0
103234,FFSU,XX,61442.0,103.0,60.0,20132.0,DICLOFENAC,425754.0,8048.0,168849.79,160698.41,8151.38
103235,FFSU,XX,61442.0,103.0,60.0,20133.0,DICLOFENAC,414814.001,7820.0,166590.08,159630.55,6959.53
103236,FFSU,XX,61442.0,103.0,60.0,20134.0,DICLOFENAC,421370.0,7976.0,160867.87,153542.75,7325.12
107842,FFSU,XX,63323.0,103.0,51.0,20131.0,CISPLATIN ,36876.0,424.0,16976.96,14293.24,2683.72
107843,FFSU,XX,63323.0,103.0,51.0,20132.0,CISPLATIN ,30919.6,424.0,23057.93,10363.46,12694.47
107844,FFSU,XX,63323.0,103.0,51.0,20133.0,CISPLATIN ,33101.0,320.0,21531.34,12727.6,8803.74
107845,FFSU,XX,63323.0,103.0,51.0,20134.0,CISPLATIN ,19680.0,288.0,21083.38,9148.0,11935.38
107846,FFSU,XX,63323.0,103.0,64.0,20131.0,CISPLATIN ,79005.6,1273.0,38850.21,25000.32,13849.89
107847,FFSU,XX,63323.0,103.0,64.0,20132.0,CISPLATIN ,99520.0,1600.0,59960.87,33702.6,26258.27
107848,FFSU,XX,63323.0,103.0,64.0,20133.0,CISPLATIN ,89646.0,1444.0,43601.19,29454.3,14146.89
107849,FFSU,XX,63323.0,103.0,64.0,20134.0,CISPLATIN ,95392.5,1546.0,43406.33,35254.82,8151.51
107850,FFSU,XX,63323.0,103.0,65.0,20131.0,CISPLATIN ,113736.33,1602.0,65993.83,55625.65,10368.18
107851,FFSU,XX,63323.0,103.0,65.0,20132.0,CISPLATIN ,125412.38,1770.0,68429.77,60629.49,7800.28
107852,FFSU,XX,63323.0,103.0,65.0,20133.0,CISPLATIN ,121024.834,1504.0,50815.72,36737.1,14078.62
107853,FFSU,XX,63323.0,103.0,65.0,20134.0,CISPLATIN ,113122.216,1565.0,54744.15,36191.94,18552.21
111362,FFSU,XX,63868.0,103.0,16.0,20131.0,QC GAS REL,1487.0,14.0,70.46,70.46,0.0
111363,FFSU,XX,63868.0,103.0,16.0,20132.0,QC GAS REL,1181.0,12.0,54.73,54.73,0.0
111364,FFSU,XX,63868.0,103.0,16.0,20133.0,GAS RELIEF,800.0,4.0,23.75,21.75,2.0
111365,FFSU,XX,63868.0,103.0,16.0,20134.0,GAS RELIEF,560.0,4.0,21.95,17.95,4.0
113521,FFSU,XX,64720.0,103.0,50.0,20132.0,CARISOPROD,60.0,1.0,5.58,2.58,3.0
113522,FFSU,XX,64720.0,103.0,50.0,20133.0,CARISOPROD,270.0,3.0,30.36,30.36,0.0
113523,FFSU,XX,64720.0,103.0,50.0,20134.0,CARISOPROD,90.0,1.0,10.12,10.12,0.0
114281,FFSU,XX,65162.0,103.0,10.0,20132.0,GABAPENTIN,90.0,1.0,19.44,19.44,0.0
115041,FFSU,XX,65597.0,103.0,10.0,20131.0,BENICAR 20,1069.0,46.0,3709.19,3703.19,6.0
115042,FFSU,XX,65597.0,103.0,10.0,20132.0,BENICAR 20,708.0,32.0,3084.28,3070.98,13.3
115043,FFSU,XX,65597.0,103.0,10.0,20133.0,BENICAR 20,851.0,41.0,2876.91,2873.26,3.65
115044,FFSU,XX,65597.0,103.0,10.0,20134.0,BENICAR 20,790.0,31.0,2921.81,2921.81,0.0
115045,FFSU,XX,65597.0,103.0,30.0,20131.0,BENICAR 20,183845.0,5799.0,639185.59,623799.55,15386.04
115046,FFSU,XX,65597.0,103.0,30.0,20132.0,BENICAR 20,175549.0,5524.0,610173.72,595999.37,14174.35
115047,FFSU,XX,65597.0,103.0,30.0,20133.0,BENICAR 20,163911.0,5124.0,569848.95,554715.06,15133.89
115048,FFSU,XX,65597.0,103.0,30.0,20134.0,BENICAR 20,152652.0,4814.0,558955.95,545128.32,13827.63
115049,FFSU,XX,65597.0,103.0,90.0,20131.0,BENICAR 20,39564.5,1282.0,137808.0,134608.42,3199.58
115050,FFSU,XX,65597.0,103.0,90.0,20132.0,BENICAR 20,38343.0,1244.0,134370.95,131704.61,2666.34
115051,FFSU,XX,65597.0,103.0,90.0,20133.0,BENICAR 20,37251.0,1213.0,128294.05,125728.96,2565.09
115052,FFSU,XX,65597.0,103.0,90.0,20134.0,BENICAR 20,35655.0,1155.0,130589.27,127585.36,3003.91
115244,FFSU,XX,65649.0,103.0,2.0,20131.0,APRISO ER ,211223.0,1825.0,533671.46,491125.31,42546.15
115245,FFSU,XX,65649.0,103.0,2.0,20132.0,APRISO ER ,290673.0,2504.0,739638.44,703614.58,36023.86
115246,FFSU,XX,65649.0,103.0,2.0,20133.0,APRISO ER ,347662.0,3001.0,943651.47,896440.32,47211.15
115247,FFSU,XX,65649.0,103.0,2.0,20134.0,APRISO ER ,348547.001,2999.0,954825.23,902174.78,52650.45
115905,FFSU,XX,65862.0,103.0,5.0,20131.0,AMLODIPINE,1833.0,60.0,569.58,560.58,9.0
115906,FFSU,XX,65862.0,103.0,5.0,20132.0,AMLODIPINE,1620.0,53.0,530.87,529.87,1.0
115907,FFSU,XX,65862.0,103.0,5.0,20133.0,AMLODIPINE,1620.0,50.0,517.93,517.93,0.0
115908,FFSU,XX,65862.0,103.0,5.0,20134.0,AMLODIPINE,1710.0,55.0,488.94,485.04,3.9
115909,FFSU,XX,65862.0,103.0,90.0,20131.0,AMLODIPINE,9274.0,240.0,1153.85,920.59,233.26
115910,FFSU,XX,65862.0,103.0,90.0,20132.0,AMLODIPINE,11132.0,307.0,1473.07,1215.07,258.0
115911,FFSU,XX,65862.0,103.0,90.0,20133.0,AMLODIPINE,10359.0,259.0,1126.07,948.0,178.07
115912,FFSU,XX,65862.0,103.0,90.0,20134.0,AMLODIPINE,8867.0,236.0,1761.54,1487.38,274.16
115913,FFSU,XX,65862.0,103.0,99.0,20131.0,AMLODIPINE,19936.25,617.0,4181.72,4047.32,134.4
115914,FFSU,XX,65862.0,103.0,99.0,20132.0,AMLODIPINE,15973.0,476.0,2984.73,2859.83,124.9
115915,FFSU,XX,65862.0,103.0,99.0,20133.0,AMLODIPINE,7471.0,232.0,1360.27,1321.39,38.88
115916,FFSU,XX,65862.0,103.0,99.0,20134.0,AMLODIPINE,6588.0,193.0,1110.21,1048.42,61.79
117419,FFSU,XX,66435.0,103.0,56.0,20131.0,RIBASPHERE,896.0,21.0,11873.24,11810.24,63.0
117420,FFSU,XX,66435.0,103.0,56.0,20132.0,RIBASPHERE,616.0,15.0,8321.9,8285.9,36.0
117421,FFSU,XX,66435.0,103.0,56.0,20134.0,RIBASPHERE,56.0,2.0,781.06,775.06,6.0
117692,FFSU,XX,66663.0,103.0,4.0,20131.0,AVC 15% CR,4339.0,61.0,6142.39,5959.96,182.43
117693,FFSU,XX,66663.0,103.0,4.0,20132.0,AVC 15% CR,3974.0,47.0,5212.82,5049.34,163.48
117694,FFSU,XX,66663.0,103.0,4.0,20133.0,AVC 15% CR,2764.0,27.0,3651.29,3528.48,122.81
117695,FFSU,XX,66663.0,103.0,4.0,20134.0,AVC 15% CR,2655.0,35.0,3583.65,3408.78,174.87
119339,FFSU,XX,67618.0,103.0,16.0,20131.0,COLACE 60 ,12681.0,54.0,547.44,547.44,0.0
119340,FFSU,XX,67618.0,103.0,16.0,20132.0,COLACE 60 ,6859.0,28.0,207.83,207.83,0.0
119341,FFSU,XX,67618.0,103.0,16.0,20133.0,COLACE 60 ,2146.0,9.0,72.8,72.8,0.0
119342,FFSU,XX,67618.0,103.0,16.0,20134.0,COLACE 60 ,805.0,5.0,20.19,20.19,0.0
120281,FFSU,XX,68016.0,103.0,4.0,20131.0,CHILDREN'S,1290.0,8.0,51.19,51.19,0.0
120282,FFSU,XX,68016.0,103.0,4.0,20132.0,PV CHILD N,118.0,1.0,3.55,3.55,0.0
120283,FFSU,XX,68016.0,103.0,4.0,20133.0,PV CHILD N,236.0,2.0,9.32,9.32,0.0
120284,FFSU,XX,68016.0,103.0,4.0,20134.0,CHILDREN'S,238.0,2.0,11.58,11.58,0.0
122992,FFSU,XX,68152.0,103.0,3.0,20131.0,ZEVALIN - ,1.0,1.0,34864.46,34864.46,0.0
122993,FFSU,XX,68152.0,103.0,3.0,20134.0,ZEVALIN Y-,1.0,1.0,40068.0,40068.0,0.0
123006,FFSU,XX,68180.0,103.0,2.0,20132.0,VALSARTAN-,30.0,1.0,82.04,82.04,0.0
123007,FFSU,XX,68180.0,103.0,2.0,20133.0,VALSARTAN-,30.0,1.0,17.69,17.69,0.0
123008,FFSU,XX,68180.0,103.0,2.0,20134.0,VALSARTAN-,60.0,2.0,33.94,33.94,0.0
123009,FFSU,XX,68180.0,103.0,9.0,20132.0,VALSARTAN/,2006.0,65.0,4222.35,4053.94,168.41
123010,FFSU,XX,68180.0,103.0,9.0,20133.0,VALSARTAN/,4629.0,145.0,4605.88,4550.55,55.33
123011,FFSU,XX,68180.0,103.0,9.0,20134.0,VALSARTAN/,5138.0,164.0,4332.08,4137.42,194.66
125299,FFSU,XX,68462.0,103.0,40.0,20131.0,FLUCONAZOL,24573.639,14523.0,128874.02,123230.46,5643.56
125300,FFSU,XX,68462.0,103.0,40.0,20132.0,FLUCONAZOL,27179.879,15917.0,141419.97,136376.22,5043.75
125301,FFSU,XX,68462.0,103.0,40.0,20133.0,FLUCONAZOL,41417.216,24680.0,250526.92,243356.28,7170.64
125302,FFSU,XX,68462.0,103.0,40.0,20134.0,FLUCONAZOL,54042.29,31536.0,316315.2,305260.37,11054.83
126717,FFSU,XX,68791.0,103.0,20.0,20133.0,DERMOTIC  ,20.0,1.0,201.15,201.15,0.0
126718,FFSU,XX,68791.0,103.0,20.0,20134.0,DERMOTIC O,440.0,20.0,3221.34,2460.65,760.69
126907,FFSU,XX,76045.0,103.0,20.0,20134.0,ONDANSETRO,36.0,16.0,130.12,130.12,0.0
127293,FFSU,XX,76439.0,103.0,10.0,20131.0,AMOXICILLI,10749.0,369.0,3099.45,3007.79,91.66
127294,FFSU,XX,76439.0,103.0,10.0,20132.0,AMOXICILLI,9615.0,325.0,2632.32,2590.92,41.4
127295,FFSU,XX,76439.0,103.0,10.0,20133.0,AMOXICILLI,13080.0,449.0,3707.2,3633.06,74.14
